popularity,budget,revenue,original_title,runtime,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj,casts,directors,genres,production_companies
0.300442,17000000.0,29789000.0,God's Not Dead,113.0,2014-03-21,146,6.1,2014,15658547.8631148,27438381.311431,"Kevin Sorbo,Shane Harper,David A.R. White,Dean Cain,Cassidy Gifford",Harold Cronk,Drama,Pure Flix Entertainment
0.283225,7000000.0,36433975.0,Devil's Due,89.0,2014-01-08,164,4.5,2014,6447637.35540021,33559008.3165311,"Allison Miller,Zach Gilford,Sam Anderson,Robert Belushi,Catherine Kresge","Matt Bettinelli-Olpin,Tyler Gillett",Horror,"Twentieth Century Fox Film Corporation,Davis Entertainment,TSG Entertainment"
0.751476,5000000.0,4013786.0,My Old Lady,107.0,2014-09-09,65,6.0,2014,4605455.25385729,3697062.36431177,"Maggie Smith,Kevin Kline,Kristin Scott Thomas,Dominique Pinon,Michael Burstin",Israel Horovitz,"Romance,Comedy,Drama","BBC Films,Cohen Media Group,Deux Chevaux Films"
0.19104,8000000.0,53086.0,Aloft,112.0,2014-02-12,20,5.1,2014,7368728.40617167,48897.0395212537,"Jennifer Connelly,MÃ©lanie Laurent,Cillian Murphy,William Shimell,Zen McGrath",Claudia Llosa,Drama,"Arcadia Motion Pictures,Wanda VisiÃ³n S.A.,Buffalo Gal Pictures"
0.151591,5900000.0,23000000.0,Mrs. Brown's Boys D'Movie,94.0,2014-06-27,20,5.2,2014,5434437.19955161,21185094.1677435,"Brendan O'Carroll,Jennifer Gibney,Eilish O'Carroll,Danny O'Carroll,Fiona O'Carroll",Ben Kellett,Comedy,"BBC Films,That's Nice Films,BocFlix"
12.037933,11000000.0,775398007.0,Star Wars,121.0,1977-03-20,4428,7.9,1977,39575591.3582738,2789712242.27745,"Mark Hamill,Harrison Ford,Carrie Fisher,Peter Cushing,Alec Guinness",George Lucas,"Adventure,Action,Science Fiction","Lucasfilm,Twentieth Century Fox Film Corporation"
2.379469,14000000.0,185438673.0,The Spy Who Loved Me,125.0,1977-07-07,279,6.2,1977,50368934.4559849,667167740.424415,"Roger Moore,Barbara Bach,Curd JÃ¼rgens,Richard Kiel,Caroline Munro",Lewis Gilbert,"Adventure,Action,Thriller","Eon Productions,Metro-Goldwyn-Mayer (MGM),Danjaq"
1.719385,1200000.0,71215869.0,The Rescuers,78.0,1977-06-22,332,6.6,1977,4317337.23908442,256219102.706214,"Bob Newhart,Eva Gabor,Geraldine Page,Joe Flynn,Jeanette Nolan","John Lounsbery,Wolfgang Reitherman,Art Stevens","Fantasy,Family,Animation,Adventure",Walt Disney Productions
1.179653,4000000.0,38251425.0,Annie Hall,93.0,1977-04-19,493,7.6,1977,14391124.1302814,137620251.333787,"Woody Allen,Diane Keaton,Tony Roberts,Carol Kane,Paul Simon",Woody Allen,"Comedy,Drama,Romance",United Artists
1.104816,20000000.0,303788635.0,Close Encounters of the Third Kind,135.0,1977-11-16,600,7.0,1977,71955620.651407,1092964988.91343,"Richard Dreyfuss,FranÃ§ois Truffaut,Teri Garr,Melinda Dillon,Bob Balaban",Steven Spielberg,"Science Fiction,Drama","Columbia Pictures Corporation,EMI Films,Julia Phillips and Michael Phillips Productions"
1.048838,22000000.0,50750000.0,A Bridge Too Far,175.0,1977-06-15,109,6.4,1977,79151182.7165477,182587387.402945,"Dirk Bogarde,James Caan,Michael Caine,Sean Connery,Edward Fox",Richard Attenborough,"Drama,History,War",Joseph E. Levine Productions
0.75125,3500000.0,16000000.0,Sinbad and the Eye of the Tiger,113.0,1977-07-15,15,5.9,1977,12592233.6139962,57564496.5211256,"Patrick Wayne,Taryn Power,Margaret Whiting,Jane Seymour,Patrick Troughton",Sam Wanamaker,"Action,Adventure,Family,Fantasy,Science Fiction","Columbia Pictures,Andor Films"
0.602862,3500000.0,237113184.0,Saturday Night Fever,118.0,1977-12-16,192,6.3,1977,12592233.6139962,853081315.967563,"John Travolta,Karen Lynn Gorney,Barry Miller,Joseph Cali,Paul Pape",John Badham,"Drama,Music","Paramount Pictures,Robert Stigwood Organization (RSO)"
0.560826,3400000.0,31063038.0,High Anxiety,94.0,1977-12-25,29,6.2,1977,12232455.5107391,111758008.930412,"Mel Brooks,Madeline Kahn,Cloris Leachman,Harvey Korman,Ron Carey",Mel Brooks,"Comedy,Music","Twentieth Century Fox Film Corporation,Crossbow Productions"
0.49548,5500000.0,26414658.0,The Gauntlet,109.0,1977-12-21,45,6.7,1977,19787795.6791369,95034155.5342327,"Clint Eastwood,Sondra Locke,Pat Hingle,William Prince,Bill McKinney",Clint Eastwood,"Drama,Action,Crime,Thriller","Malpaso Productions,Warner Bros."
0.375967,14000000.0,30749142.0,Exorcist II: The Heretic,118.0,1977-06-17,56,4.6,1977,50368934.4559849,110628679.855412,"Linda Blair,Richard Burton,Louise Fletcher,Max von Sydow,Kitty Winn",John Boorman,"Horror,Thriller,Fantasy",Warner Bros.
0.373131,6000000.0,30000000.0,Airport '77,114.0,1977-03-11,25,5.7,1977,21586686.1954221,107933430.97711,"Jack Lemmon,Lee Grant,Brenda Vaccaro,Joseph Cotten,Olivia de Havilland",Jerry Jameson,"Action,Adventure,Drama,Thriller",Universal Pictures
0.331417,10000.0,7000000.0,Eraserhead,89.0,1977-03-19,194,7.1,1977,35977.8103257035,25184467.2279924,"Jack Nance,Charlotte Stewart,Allen Joseph,Jeanne Bates,Judith Roberts",David Lynch,"Science Fiction,Fantasy,Horror,Drama","American Film Institute (AFI),Libra Films"
0.228797,6000000.0,14717854.0,Orca: The Killer Whale,92.0,1977-07-22,25,5.0,1977,21586686.1954221,52951615.9613396,"Richard Harris,Charlotte Rampling,Will Sampson,Bo Derek,Keenan Wynn",Michael Anderson,"Drama,Adventure,Horror",Dino de Laurentiis Cinematografica
0.219941,22000000.0,12000000.0,Sorcerer,121.0,1977-06-24,48,7.4,1977,79151182.7165477,43173372.3908442,"Roy Scheider,Bruno Cremer,Francisco Rabal,Amidou,Ramon Bieri",William Friedkin,"Action,Thriller,Adventure","Paramount Pictures,Universal Pictures,Film Properties International N.V."
0.191541,810000.0,1258000.0,The Last Wave,106.0,1977-01-01,12,5.8,1977,2914202.63638198,4526008.5389735,"Richard Chamberlain,Olivia Hamnett,David Gulpilil,Frederick Parslow,Vivean Gray",Peter Weir,"Drama,Thriller,Mystery",Australian Film Commission
0.164123,500000.0,17000000.0,Kingdom of the Spiders,97.0,1977-08-24,16,5.7,1977,1798890.51628517,61162277.5536959,"William Shatner,Tiffany Bolling,Woody Strode,Lieux Dressler,David McLean",John 'Bud' Cardos,"Horror,Science Fiction",Arachnid Productions Ltd.
0.175656999999999,1200000.0,9000000.0,Wizards,80.0,1977-02-09,26,6.0,1977,4317337.23908442,32380029.2931331,"Bob Holt,Jesse Welles,Richard Romanus,David Proval",Ralph Bakshi,"Animation,Fantasy,Science Fiction",20th Century Fox
0.137351,230000.0,25000000.0,The Hills Have Eyes,89.0,1977-07-22,57,6.0,1977,827489.63749118,89944525.8142588,"Martin Speer,Russ Grieve,John Steadman,James Whitworth,Virginia Vincent",Wes Craven,Horror,Blood Relations Co.
9.432768,237000000.0,2781505847.0,Avatar,162.0,2009-12-10,8458,7.1,2009,240886902.887613,2827123750.41189,"Sam Worthington,Zoe Saldana,Sigourney Weaver,Stephen Lang,Michelle Rodriguez",James Cameron,"Action,Adventure,Fantasy,Science Fiction","Ingenious Film Partners,Twentieth Century Fox Film Corporation,Dune Entertainment,Lightstorm Entertainment"
6.098027,70000000.0,319131050.0,Inglourious Basterds,153.0,2009-08-18,3969,7.7,2009,71148030.3887467,324364937.762752,"Brad Pitt,MÃ©lanie Laurent,Christoph Waltz,Eli Roth,Michael Fassbender",Quentin Tarantino,"Drama,Action,Thriller,War","Universal Pictures,A Band Apart,Zehnte Babelsberg,Visiona Romantica"
5.806897,35000000.0,91327197.0,Underworld: Rise of the Lycans,92.0,2009-01-22,979,6.2,2009,35574015.1943733,92825002.6782151,"Bill Nighy,Michael Sheen,Rhona Mitra,Shane Brolly,Steven Mackintosh",Patrick Tatopoulos,"Fantasy,Action,Adventure,Science Fiction,Thriller","Lakeshore Entertainment,Screen Gems,Sketch Films,UW3 Film Productions"
5.076472,250000000.0,933959197.0,Harry Potter and the Half-Blood Prince,153.0,2009-07-07,3220,7.3,2009,254100108.531238,949276533.285793,"Daniel Radcliffe,Rupert Grint,Emma Watson,Tom Felton,Julie Walters",David Yates,"Adventure,Fantasy,Family","Warner Bros.,Heyday Films"
4.90890199999999,175000000.0,731342744.0,Up,96.0,2009-05-13,4225,7.6,2009,177870075.971866,743337082.495734,"Ed Asner,Christopher Plummer,Jordan Nagai,Bob Peterson,Delroy Lindo","Bob Peterson,Pete Docter","Animation,Comedy,Family,Adventure","Walt Disney Pictures,Pixar Animation Studios"
3.82957,150000000.0,385680446.0,Star Trek,127.0,2009-05-06,3417,7.3,2009,152460065.118743,392005772.747905,"Chris Pine,Zachary Quinto,Leonard Nimoy,Eric Bana,Bruce Greenwood",J.J. Abrams,"Science Fiction,Action,Adventure","Paramount Pictures,Spyglass Entertainment,Bad Robot,MavroCine Pictures GmbH & Co. KG"
3.789633,200000000.0,371353001.0,Terminator Salvation,115.0,2009-05-20,1670,5.8,2009,203280086.82499,377443351.430004,"Christian Bale,Sam Worthington,Anton Yelchin,Moon Bloodgood,Bryce Dallas Howard",McG,"Drama,Action,Thriller,Science Fiction","Columbia Pictures,The Halcyon Company,Wonderland Sound and Vision,Warner Bros."
3.744956,30000000.0,210819611.0,District 9,112.0,2009-08-05,2141,7.1,2009,30492013.0237486,214277144.142453,"Sharlto Copley,Jason Cope,Nathalie Boltt,Sylvaine Strike,Elizabeth Mkandawie",Neill Blomkamp,"Action,Thriller,Science Fiction","WingNut Films,TriStar Pictures,Key Creatives,Block / Hanson,Canadian Film or Video Production Tax Credit (CPTC)"
3.431559,90000000.0,524028679.0,Sherlock Holmes,128.0,2009-01-07,4118,6.9,2009,91476039.0712458,532622976.829525,"Robert Downey Jr.,Jude Law,Rachel McAdams,Mark Strong,Eddie Marsan",Guy Ritchie,"Adventure,Drama,Action,Comedy,Thriller","Village Roadshow Pictures,Silver Pictures,Warner Bros.,Internationale Filmproduktion Blackbird Dritte,Wigram Productions"
3.244139,7500000.0,60722734.0,(500) Days of Summer,95.0,2009-07-17,1778,7.3,2009,7623003.25593715,61718613.198854,"Joseph Gordon-Levitt,Zooey Deschanel,ChloÃ« Grace Moretz,Geoffrey Arend,Matthew Gray Gubler",Marc Webb,"Comedy,Drama,Romance","Fox Searchlight Pictures,Watermark,Dune Entertainment III"
3.154914,90000000.0,886686817.0,Ice Age: Dawn of the Dinosaurs,94.0,2009-06-29,1392,6.4,2009,91476039.0712458,901228865.731673,"Ray Romano,John Leguizamo,Denis Leary,Queen Latifah,Simon Pegg",Carlos Saldanha,"Animation,Comedy,Family,Adventure","Blue Sky Studios,Twentieth Century Fox Animation"
3.15306,35000000.0,459270619.0,The Hangover,100.0,2009-06-05,4134,7.1,2009,35574015.1943733,466802856.532436,"Bradley Cooper,Ed Helms,Zach Galifianakis,Justin Bartha,Heather Graham",Todd Phillips,Comedy,"Legendary Pictures,Green Hat Films,Warner Bros.,IFP Westcoast Erste"
3.038063,130000000.0,185258983.0,Watchmen,162.0,2009-03-05,1751,6.8,2009,132132056.436243,188297310.746747,"Malin Ã…kerman,Billy Crudup,Carla Gugino,Jeffrey Dean Morgan,Patrick Wilson",Zack Snyder,"Action,Mystery,Science Fiction","Paramount Pictures,DC Comics,Lawrence Gordon Productions,Legendary Pictures,Warner Bros."
2.979786,200000000.0,769653595.0,2012,158.0,2009-10-10,3533,5.6,2009,203280086.82499,782276248.083831,"John Cusack,Amanda Peet,Chiwetel Ejiofor,Thandie Newton,Oliver Platt",Roland Emmerich,"Action,Adventure,Science Fiction","Columbia Pictures,Centropolis Entertainment,The Mark Gordon Company,Farewell Productions"
2.846465,30000000.0,48428063.0,9,79.0,2009-08-19,851,6.5,2009,30492013.0237486,49222304.2570306,"Elijah Wood,John C. Reilly,Jennifer Connelly,Christopher Plummer,Crispin Glover",Shane Acker,"Action,Adventure,Animation,Science Fiction,Thriller","Focus Films,Starz Animation,Relativity Media,Tim Burton Productions,Arc Productions"
2.841562,150000000.0,356613439.0,Angels & Demons,138.0,2009-05-13,1275,6.3,2009,152460065.118743,362462054.214392,"Tom Hanks,Ewan McGregor,Ayelet Zurer,Stellan SkarsgÃ¥rd,Pierfrancesco Favino",Ron Howard,"Thriller,Mystery","Columbia Pictures,Imagine Entertainment,Panorama Films,Skylark Productions"
2.463982,105000000.0,267045765.0,The Princess and the Frog,97.0,2009-12-08,706,6.5,2009,106722045.58312,271425431.47723,"Anika Noni Rose,Bruno Campos,Keith David,Michael-Leon Wooley,Jennifer Cody","Ron Clements,John Musker","Romance,Family,Animation,Music","Walt Disney Pictures,Walt Disney Animation Studios"
2.367474,29000000.0,309208309.0,The Blind Side,129.0,2009-11-20,1078,7.1,2009,29475612.5896236,314279459.502642,"Sandra Bullock,Quinton Aaron,Kathy Bates,Tim McGraw,Jae Head",John Lee Hancock,Drama,"Alcon Entertainment,Left Tackle Pictures,Zucker/Netter Productions"
2.041804,23600000.0,102391382.0,Zombieland,88.0,2009-10-07,2165,7.1,2009,23987050.2453489,104070645.115453,"Jesse Eisenberg,Woody Harrelson,Emma Stone,Abigail Breslin,Amber Heard",Ruben Fleischer,"Comedy,Horror",Columbia Pictures
1.971027,50000000.0,709827462.0,The Twilight Saga: New Moon,130.0,2009-03-15,1388,5.6,2009,50820021.7062476,721468940.530613,"Kristen Stewart,Robert Pattinson,Taylor Lautner,Billy Burke,Ashley Greene",Chris Weitz,"Adventure,Fantasy,Drama,Romance","Summit Entertainment,Maverick Films,Imprint Entertainment,Sunswept Entertainment,Temple Hill Entertainment"
1.926432,40000000.0,177259441.0,He's Just Not That Into You,129.0,2009-02-06,612,6.0,2009,40656017.3649981,180166572.785146,"Jennifer Aniston,Jennifer Connelly,Drew Barrymore,Ginnifer Goodwin,Ben Affleck",Ken Kwapis,"Comedy,Romance,Drama","New Line Cinema,Flower Films (II),Internationale Filmproduktion Blackswan"
1.906998,175000000.0,302469017.0,G.I. Joe: The Rise of Cobra,118.0,2009-08-04,1470,5.7,2009,177870075.971866,307429640.188147,"Dennis Quaid,Channing Tatum,Marlon Wayans,Sienna Miller,Joseph Gordon-Levitt",Stephen Sommers,"Adventure,Action,Thriller,Science Fiction","Paramount Pictures,Spyglass Entertainment,Di Bonaventura Pictures,Hasbro,Kontsept Film Company"
1.895894,40000000.0,317375031.0,The Proposal,108.0,2009-06-01,1084,6.7,2009,40656017.3649981,322580119.28882,"Sandra Bullock,Ryan Reynolds,Mary Steenburgen,Craig T. Nelson,Betty White",Anne Fletcher,"Comedy,Romance,Drama","Touchstone Pictures,Mandeville Films,Kurtzman/Orci"
1.860267,38000000.0,205298907.0,The Ugly Truth,96.0,2009-07-24,584,6.3,2009,38623216.4967482,208665898.200178,"Katherine Heigl,Gerard Butler,Eric Winter,Bree Turner,Nick Searcy",Robert Luketic,"Comedy,Romance","Lakeshore Entertainment,Relativity Media"
1.849649,100000000.0,242988466.0,Cloudy with a Chance of Meatballs,90.0,2009-09-17,1116,6.4,2009,101640043.412495,246973582.329756,"Bill Hader,Anna Faris,James Caan,Mr. T,Benjamin Bratt","Phil Lord,Christopher Miller","Animation,Comedy,Family","Columbia Pictures,Sony Pictures Animation"
1.826169,40000000.0,46471023.0,Fantastic Mr. Fox,87.0,2009-10-23,711,7.5,2009,40656017.3649981,47233167.9514307,"George Clooney,Meryl Streep,Jason Schwartzman,Bill Murray,Wallace Wolodarsky",Wes Anderson,"Adventure,Animation,Comedy,Family","Twentieth Century Fox Film Corporation,Regency Enterprises,Indian Paintbrush,Twentieth Century Fox Animation,American Empirical Pictures"
1.75384,60000000.0,124596398.0,Coraline,100.0,2009-02-05,711,7.1,2009,60984026.0474972,126639833.017605,"Dakota Fanning,Teri Hatcher,Jennifer Saunders,Dawn French,Keith David",Henry Selick,"Animation,Family","Focus Features,Laika Entertainment"
1.752134,150000000.0,413106170.0,Night at the Museum: Battle of the Smithsonian,105.0,2009-05-20,1108,5.9,2009,152460065.118743,419881290.527696,"Ben Stiller,Amy Adams,Owen Wilson,Hank Azaria,Robin Williams",Shawn Levy,"Adventure,Fantasy,Action,Comedy,Family","Twentieth Century Fox Film Corporation,1492 Pictures,Dune Entertainment,21 Laps Entertainment,Museum Canada Productions"
1.732516,20000000.0,136267476.0,17 Again,102.0,2009-03-11,765,6.0,2009,20328008.682499,138502321.763511,"Zac Efron,Leslie Mann,Matthew Perry,Tyler Steelman,Allison Miller",Burr Steers,Comedy,"New Line Cinema,Offspring Entertainment"
1.71488699999999,200000000.0,325233863.0,A Christmas Carol,96.0,2009-11-04,619,6.6,2009,203280086.82499,330567839.545335,"Gary Oldman,Jim Carrey,Steve Valentine,Daryl Sabara,Sage Ryan",Robert Zemeckis,"Animation,Drama","Walt Disney,ImageMovers"
1.673879,65000000.0,93525586.0,The Lovely Bones,136.0,2009-12-26,600,6.6,2009,66066028.2181219,95059446.2121906,"Rachel Weisz,Mark Wahlberg,Susan Sarandon,Saoirse Ronan,Stanley Tucci",Peter Jackson,"Fantasy,Drama","WingNut Films,DreamWorks SKG,Key Creatives,Film4,Goldcrest Pictures"
1.64173899999999,26000000.0,183293131.0,Paul Blart: Mall Cop,91.0,2009-01-15,510,5.4,2009,26426411.2872487,186299217.920521,"Kevin James,Keir O'Donnell,Jayma Mays,Raini Rodriguez,Shirley Knight",Steve Carr,"Action,Adventure,Comedy,Family","Columbia Pictures,Happy Madison Productions,Relativity Media"
1.575231,16000000.0,47801389.0,Hachi: A Dog's Tale,93.0,2009-06-13,976,7.7,2009,16262406.9459992,48585352.5313757,"Richard Gere,Joan Allen,Jason Alexander,Cary-Hiroyuki Tagawa,Sarah Roemer",Lasse HallstrÃ¶m,"Drama,Family","Grand Army Entertainment,Scion Films,Inferno Distribution,Stage 6 Films,Hachiko"
1.542135,53000000.0,126690726.0,Law Abiding Citizen,109.0,2009-10-15,900,7.2,2009,53869223.0086225,128768508.906005,"Jamie Foxx,Gerard Butler,Colm Meaney,Bruce McGill,Leslie Bibb",F. Gary Gray,"Drama,Crime,Thriller","Film Department, The,Evil Twins,Warp Films"
1.535278,30000000.0,33333531.0,The Box,115.0,2009-09-17,296,5.3,2009,30492013.0237486,33880215.3793176,"Cameron Diaz,James Marsden,Frank Langella,Michael Zegen,James Rebhorn",Richard Kelly,"Thriller,Science Fiction","Media Rights Capital,Lin Pictures,Warner Bros.,Darko Entertainment,Radar Pictures"
1.487114,20000000.0,34560577.0,Crank: High Voltage,96.0,2009-04-16,560,5.9,2009,20328008.682499,35127385.4664088,"Jason Statham,Amy Smart,Dwight Yoakam,Efren Ramirez,Julanne Chidi Hill","Mark Neveldine,Brian Taylor","Action,Thriller,Crime","Lakeshore Entertainment,Lionsgate,Radical Media"
1.453639,33000000.0,20645327.0,Pandorum,108.0,2009-09-08,406,6.2,2009,33541214.3261234,20983919.3254516,"Ben Foster,Dennis Quaid,Cam Gigandet,Antje Traue,Cung Le",Christian Alvart,"Action,Horror,Mystery,Science Fiction,Thriller","Impact Pictures,Constantin Film Produktion"
1.398364,30000000.0,90842646.0,Drag Me to Hell,99.0,2009-03-15,498,6.1,2009,30492013.0237486,92332504.8314594,"Alison Lohman,Justin Long,Lorna Raver,Dileep Rao,David Paymer",Sam Raimi,"Horror,Thriller","Universal Pictures,Ghost House Pictures,Mandate Pictures,Buckaroo Entertainment,Curse Productions"
1.357091,50000000.0,155446362.0,Knowing,121.0,2009-03-19,817,5.7,2009,50820021.7062476,157995749.819944,"Nicolas Cage,Rose Byrne,Chandler Canterbury,Ben Mendelsohn,Nadia Townsend",Alex Proyas,"Action,Adventure,Drama,Mystery,Science Fiction","Summit Entertainment,Mystery Clock Cinema,Escape Artists,Goldcrest Pictures,Kaplan/Perrone Entertainment"
1.328218,5000000.0,9760104.0,Moon,97.0,2009-06-12,1027,7.4,2009,5082002.17062476,9920173.94270469,"Sam Rockwell,Kevin Spacey,Dominique McElligott,Rosie Shaw,Adrienne Shaw",Duncan Jones,"Science Fiction,Drama","Liberty Films UK,Lunar Industries,Xingu Films,Limelight Fund"
1.324927,150000000.0,292817841.0,G-Force,88.0,2009-07-21,340,5.1,2009,152460065.118743,297620180.711931,"Sam Rockwell,PenÃ©lope Cruz,Tracy Morgan,Jon Favreau,Steve Buscemi",Hoyt Yeatman,"Fantasy,Action,Adventure,Family,Comedy","Walt Disney Pictures,Jerry Bruckheimer Films,Whamaphram Productions"
1.30199,100000000.0,150166126.0,The Taking of Pelham 1 2 3,106.0,2009-06-11,551,6.1,2009,101640043.412495,152628915.657262,"Denzel Washington,John Travolta,Luis GuzmÃ¡n,Victor Gojcaj,John Turturro",Tony Scott,"Thriller,Drama,Crime","Columbia Pictures,Escape Artists,Scott Free Productions,Relativity Media,Metro-Goldwyn-Mayer (MGM)"
1.297769,18500000.0,31912793.0,The Invention of Lying,100.0,2009-09-13,305,5.8,2009,18803408.0313116,32436176.6593397,"Ricky Gervais,Jennifer Garner,Jonah Hill,Louis C.K.,Jeffrey Tambor","Ricky Gervais,Matthew Robinson","Comedy,Romance,Fantasy","Media Rights Capital,Lin Pictures,Warner Bros.,Wintergreen Productions,Lynda Obst Productions"
1.290519,40000000.0,108332743.0,Confessions of a Shopaholic,104.0,2009-02-05,445,6.0,2009,40656017.3649981,110109447.015147,"Isla Fisher,Hugh Dancy,Krysten Ritter,Joan Cusack,John Goodman",P.J. Hogan,"Comedy,Romance","Jerry Bruckheimer Films,Touchstone Pictures"
1.267182,50000000.0,40828540.0,Gamer,95.0,2009-09-03,484,5.6,2009,50820021.7062476,41498145.780688,"Gerard Butler,Michael C. Hall,Logan Lerman,Amber Valletta,Terry Crews","Mark Neveldine,Brian Taylor","Action,Thriller,Science Fiction","Lakeshore Entertainment,Lionsgate"
1.26001,47000000.0,3547209.0,Mr. Nobody,141.0,2009-09-11,827,7.8,2009,47770820.4038728,3605384.76753194,"Jared Leto,Diane Kruger,Linh Äan Pháº¡m,Sarah Polley,Rhys Ifans",Jaco Van Dormael,"Science Fiction,Drama,Romance,Fantasy","Pan EuropÃ©enne Production,Virtual Films"
1.232312,70000000.0,171844840.0,Couples Retreat,113.0,2009-09-19,372,5.3,2009,71148030.3887467,174663169.978133,"Vince Vaughn,Malin Ã…kerman,Jason Bateman,Kristen Bell,Jon Favreau",Peter Billingsley,"Comedy,Romance","Universal Pictures,Wild West Picture Show Productions,Stuber Productions,Relativity Media"
1.223786,26000000.0,43318349.0,Brothers,104.0,2009-01-27,381,6.7,2009,26426411.2872487,44028788.7291762,"Tobey Maguire,Jake Gyllenhaal,Natalie Portman,Sam Shepard,Mare Winningham",Jim Sheridan,"Drama,Thriller,War","Lionsgate,Relativity Media,Sighvatsson Films,Michael De Luca Productions,Palomar Pictures (II)"
1.218657,32000000.0,27635305.0,The Road,111.0,2009-11-25,600,6.7,2009,32524813.8919985,28088535.9991754,"Viggo Mortensen,Kodi Smit-McPhee,Charlize Theron,Robert Duvall,Guy Pearce",John Hillcoat,"Adventure,Drama","2929 Productions,Dimension Films,Nick Wechsler Productions,Chockstone Pictures"
1.19445499999999,175000000.0,381509870.0,Monsters vs Aliens,94.0,2009-03-19,932,6.0,2009,177870075.971866,387766797.490954,"Seth Rogen,Reese Witherspoon,Hugh Laurie,Paul Rudd,Kiefer Sutherland","Rob Letterman,Conrad Vernon","Animation,Family,Adventure,Science Fiction",DreamWorks Animation
1.159118,3000000.0,2357852.0,Fish Tank,123.0,2009-05-14,124,6.6,2009,3049201.30237486,2396521.79640238,"Katie Jarvis,Michael Fassbender,Kierston Wareing,Rebecca Griffiths,Harry Treadaway",Andrea Arnold,Drama,"BBC Films,Kasander Film Company,ContentFilm,UK Film Council"
1.14937,40000000.0,129540499.0,Julie & Julia,123.0,2009-08-06,341,6.5,2009,40656017.3649981,131665019.420363,"Meryl Streep,Amy Adams,Stanley Tucci,Chris Messina,Linda Emond",Nora Ephron,"Romance,Drama","Columbia Pictures,Scott Rudin Productions,Easy There Tiger Productions"
1.145724,15000000.0,8459458.0,Chloe,96.0,2009-03-25,297,5.9,2009,15246006.5118743,8598196.78366181,"Julianne Moore,Liam Neeson,Amanda Seyfried,Max Thieriot,R. H. Thomson",Atom Egoyan,"Drama,Thriller,Mystery","StudioCanal,Montecito Picture Company, The,Outpost Studios"
1.138277,80000000.0,214104620.0,Public Enemies,140.0,2009-07-01,853,6.5,2009,81312034.7299962,217616028.716158,"Christian Bale,Johnny Depp,Giovanni Ribisi,Billy Crudup,Marion Cotillard",Michael Mann,"History,Crime,Drama","Universal Pictures,Appian Way,Forward Pass,Dentsu,Relativity Media"
1.104112,16000000.0,31556061.0,Jennifer's Body,100.0,2009-09-18,441,5.2,2009,16262406.9459992,32073594.0996735,"Megan Fox,Amanda Seyfried,Johnny Simmons,Adam Brody,J.K. Simmons",Karyn Kusama,"Comedy,Horror","Dune Entertainment,Fox Atomic"
1.099003,20000000.0,41596251.0,Orphan,123.0,2009-07-24,707,6.5,2009,20328008.682499,42278447.5743705,"Vera Farmiga,Peter Sarsgaard,Isabelle Fuhrman,CCH Pounder,Jimmy Bennett",Jaume Collet-Serra,"Horror,Thriller,Mystery","Dark Castle Entertainment,Studio Babelsberg StudioBabelsberg Motion Pictures,Don Carmody Productions,Studio Canal"
1.085541,15000000.0,40105542.0,All About Steve,99.0,2009-09-04,192,4.6,2009,15246006.5118743,40763290.2996165,"Sandra Bullock,Thomas Haden Church,Bradley Cooper,Ken Jeong,DJ Qualls",Phil Traill,Comedy,"Dune Entertainment,Fox 2000 Pictures,Fortis Films,Dune Entertainment III,Radar Pictures"
1.083957,40000000.0,186167139.0,The Final Destination,82.0,2009-08-26,472,5.5,2009,40656017.3649981,189220360.8994,"Bobby Campo,Shantel VanSanten,Nick Zano,Haley Webb,Krista Allen",David R. Ellis,"Horror,Mystery","New Line Cinema,Practical Pictures,Parallel Zide"
1.080415,75000000.0,443140005.0,Alvin and the Chipmunks: The Squeakquel,88.0,2009-12-21,414,5.3,2009,76230032.5593715,450407693.460134,"Zachary Levi,David Cross,Jason Lee,Justin Long,Matthew Gray Gubler",Betty Thomas,"Comedy,Family,Animation,Fantasy,Music","Regency Enterprises,Fox 2000 Pictures,Bagdasarian Productions"
1.075405,4500000.0,3606395.0,After.Life,104.0,2009-11-07,130,5.2,2009,4573801.95356229,3665541.44362606,"Liam Neeson,Justin Long,Christina Ricci,Josh Charles,Chandler Canterbury",Agnieszka Wojtowicz-Vosloo,"Drama,Horror,Mystery,Thriller","Plum Pictures,Harbor Light Entertainment,Lleju Productions"
1.074072,30000000.0,114663461.0,Bride Wars,89.0,2009-01-09,501,5.8,2009,30492013.0237486,116543991.538669,"Anne Hathaway,Kate Hudson,Bryan Greenberg,Chris Pratt,Steve Howey",Gary Winick,Comedy,"Dune Entertainment,Regency Enterprises,Fox 2000 Pictures,Dune Entertainment III,New Regency Pictures"
1.065548,10000000.0,63647833.0,Precious,110.0,2009-11-06,205,6.8,2009,10164004.3412495,64691685.0923125,"Gabourey Sidibe,Mo'Nique,Paula Patton,Mariah Carey,Lenny Kravitz",Lee Daniels,Drama,Smokewood Entertainment Group
1.04373799999999,60000000.0,87784194.0,State of Play,127.0,2009-04-17,257,6.6,2009,60984026.0474972,89223892.8909091,"Russell Crowe,Ben Affleck,Rachel McAdams,Robin Wright,Jason Bateman",Kevin Macdonald,Action,"Universal Pictures,StudioCanal,Andell Entertainment,Relativity Media,Working Title Films"
